45188, 66195
71302, 101778
86932, 99846
854, 27731
16013, 69679
20788, 44358
19215, 20788
80133, 95614
16193, 46191
17336, 101778
38506, 56951
69679, 79943
377, 16193
28965, 58327
11338, 21727
5883, 98837
41668, 67674
38030, 46191
20788, 54613
37704, 44358
85466, 98837
58327, 72752
63800, 74190
46191, 94599
10126, 72086
28511, 72677
28965, 63800
44358, 92401
11217, 36834
46191, 96624
7623, 74736
20788, 101778
54548, 83429
12214, 37752
28511, 74190
7448, 28965
16193, 74190
35971, 95614
33145, 60640
18480, 20788
80023, 85466
7623, 18480
35971, 60940
57108, 73230
27731, 37704
5883, 65432
20788, 58655
86710, 94599
19215, 73744
71831, 94311
21727, 46364
46191, 89566
28965, 66980
17497, 37752
27118, 83429
5883, 51657
74190, 85466
1694, 84087
377, 7623
33145, 96624
46204, 61440
46191, 54656
28511, 51657
85466, 86933
17497, 83429
51657, 94599
37704, 60940
24167, 57354
7919, 10126
24167, 36496
71302, 96624
37752, 85466
101328, 103338
26482, 69679
80354, 103531
58327, 80023
7448, 32861
19403, 96437
51657, 81458
36003, 46191
69679, 88442
46191, 98837
48485, 58655
16193, 35971
92401, 94599
34347, 89566
33366, 77398
53336, 61949
54527, 85952
33145, 89566
7623, 58327
56951, 74190
2256, 47012
20788, 28511
7623, 15887
61440, 73281
46191, 86932
31818, 58327
7448, 28511
27118, 37704
10126, 85952
74190, 89671
24167, 67674
17936, 32861
8657, 58655
16607, 95046
28511, 72752
46364, 97615
3806, 33145
17497, 37704
4259, 37704
46191, 73230
80023, 80133
96624, 98837
15887, 20788
16193, 37704
20788, 96624
74190, 81962
16178, 28965
20788, 81458
15887, 74190
37261, 97615
27118, 69679
377, 71614
7448, 96624
32861, 54548
48991, 81962
28965, 101778
36837, 96624
5031, 37752
32636, 53336
5883, 71614
89566, 93986
47012, 86710
46364, 61949
80023, 86932
46191, 86933
16193, 69679
32861, 33145
71445, 74736
33366, 85466
69679, 96624
80133, 91453
377, 58327
38606, 54548
32861, 86710
16607, 70830
96624, 99846
37752, 71334
8657, 81962
36496, 38506
48991, 96624
3806, 67674
43038, 49673
24167, 38506
48485, 81458
7623, 50522
23769, 88886
28511, 58327
91453, 96437
11338, 16607
69679, 89566
44358, 96624
36003, 38028
145, 16822
28511, 80023
44358, 81458
33366, 67674
145, 84341
16193, 80023
7623, 44358
58655, 101778
24687, 95614
9492, 99247
37752, 47012
24192, 56951
63053, 80354
2256, 98318
37752, 91453
36834, 57947
38606, 85466
74736, 81962
72752, 85466
1991, 85466
67674, 71302
7623, 24167
11217, 57354
79943, 89566
12214, 98354
8657, 71302
10126, 97615
854, 58327
23769, 95075
46191, 73744
854, 15887
76915, 85952
44622, 74190
27706, 61440
377, 31818
84087, 102053
37704, 86932
36834, 85466
11122, 88442
5883, 11431
16822, 64134
11122, 33145
61540, 71831
28965, 96624
5883, 31818
31428, 81458
50543, 99265
33145, 37752
26482, 101778
781, 76915
80133, 84087
7872, 71302
24167, 74190
34005, 75159
33145, 83429
28511, 79943
27706, 79225
72677, 89566
28511, 92401
27706, 43038
12214, 33145
5883, 27118
4259, 7448
10960, 32551
44162, 62006
36932, 45559
36932, 43038
28511, 44358
73281, 99247
50959, 79846
54548, 85466
11217, 28511
77447, 94599
21727, 97615
80133, 103531
79846, 98294
33366, 46191
16193, 24687
7919, 95075
46191, 63800
27118, 33145
7919, 36932
34005, 88886
17936, 86933
16607, 61440
58327, 97030
7448, 16178
21017, 94599
5883, 98354
372, 37704
7623, 28511
2256, 38030
27731, 28511
11217, 38506
2256, 58327
36932, 73281
72677, 86932
2256, 17497
56879, 83429
28511, 28965
58327, 96624
26482, 81962
37704, 57309
12214, 67674
44358, 74190
8657, 51657
377, 60940
71831, 92559
2256, 17936
47012, 55535
7448, 83429
54613, 56951
74190, 74736
33145, 69679
28965, 73230
11431, 85466
33366, 74190
145, 68576
28511, 95614
57947, 85466
5883, 54548
21017, 89566
7623, 96624
8742, 97615
28965, 44622
17293, 98354
11338, 76078
31818, 96624
5883, 79391
5883, 88442
61540, 76915
37704, 73744
89566, 94599
24167, 37704
36496, 56879
11122, 38506
46364, 61440
32861, 74190
36834, 46191
24167, 56879
89566, 96624
5883, 86710
56879, 58327
54613, 74736
28965, 48485
11431, 92029
28511, 32861
50522, 86710
27706, 61540
7448, 37704
16607, 73281
7919, 46204
28965, 74190
18480, 67674
44065, 103531
63800, 81962
12214, 38506
17117, 99247
72752, 74190
11122, 46191
50522, 85466
2256, 63053
46364, 88886
21727, 70830
38298, 76915
80354, 94599
66980, 71302
28052, 37261
37704, 56879
61540, 88886
7623, 98837
36496, 38030
85466, 97030
37752, 58327
37261, 88886
5883, 94599
7623, 86932
24687, 74190
5883, 96624
46191, 54548
28511, 96624
23769, 61949
28511, 81458
72752, 84087
16193, 96437
854, 28511
61949, 72086
11217, 51657
11217, 84087
11122, 74190
51657, 91149
38298, 88886
63800, 89566
13450, 96624
18480, 38506
